Category,Subcategory,Calculator,Suggested Slug,US_Focus
General Budgeting & Everyday Math,Misc / Everyday,Reverb Payout Calculator,reverb-payout,False
General Budgeting & Everyday Math,Misc / Everyday,Reverse Commission Calculator,reverse-commission,False
General Budgeting & Everyday Math,Misc / Everyday,Reverse Fee Calculator,reverse-fee,False
General Budgeting & Everyday Math,Misc / Everyday,Reverse Lease Calculator,reverse-lease,False
General Budgeting & Everyday Math,Misc / Everyday,Reverse Margin Calculator,reverse-margin,False
General Budgeting & Everyday Math,Misc / Everyday,Reverse Markup Calculator,reverse-markup,False
General Budgeting & Everyday Math,Misc / Everyday,Reverse Stock Split Calculator,reverse-stock-split,False
General Budgeting & Everyday Math,Misc / Everyday,Risk Of Ruin Calculator,risk-of-ruin,False
General Budgeting & Everyday Math,Misc / Everyday,Risk Per Trade Calculator,risk-per-trade,False
General Budgeting & Everyday Math,Misc / Everyday,Risk Premium Calculator,risk-premium,False
General Budgeting & Everyday Math,Misc / Everyday,Risk Tolerance Calculator,risk-tolerance,False
General Budgeting & Everyday Math,Misc / Everyday,Risk-Adjusted Return Calculato,risk-adjusted-return-calculato,False
General Budgeting & Everyday Math,Misc / Everyday,Round To The Nearest Dollar Calculator,round-to-the-nearest-dollar,False
General Budgeting & Everyday Math,Misc / Everyday,Royalty Payment Calculator,royalty-payment,False
General Budgeting & Everyday Math,Misc / Everyday,Rug Price Calculator,rug-price,False
General Budgeting & Everyday Math,Misc / Everyday,Rule Of 115 Calculator,rule-of-115,False
General Budgeting & Everyday Math,Misc / Everyday,Rule Of 80 Calculator,rule-of-80,False
General Budgeting & Everyday Math,Misc / Everyday,Rule Of 88 Calculator,rule-of-88,False
General Budgeting & Everyday Math,Misc / Everyday,Rule Of 90 Calculator,rule-of-90,False
General Budgeting & Everyday Math,Misc / Everyday,Rule of 85 Calculator,rule-of-85,False
General Budgeting & Everyday Math,Misc / Everyday,Run Rate Calculator,run-rate,False
General Budgeting & Everyday Math,Misc / Everyday,SLE Calculator,sle,False
General Budgeting & Everyday Math,Misc / Everyday,SPI Calculator,spi,False
General Budgeting & Everyday Math,Misc / Everyday,Safe Note Calculator,safe-note,False
General Budgeting & Everyday Math,Misc / Everyday,Safe Withdrawal Rate Calculator,safe-withdrawal-rate,False
General Budgeting & Everyday Math,Misc / Everyday,Safety Stock Calculator,safety-stock,False
General Budgeting & Everyday Math,Misc / Everyday,Sales Forecast Calculator,sales-forecast,False
General Budgeting & Everyday Math,Misc / Everyday,Sales Growth Calculator,sales-growth,False
General Budgeting & Everyday Math,Misc / Everyday,Sales Index Calculator,sales-index,False
General Budgeting & Everyday Math,Misc / Everyday,Sales Pacing Calculator,sales-pacing,False
General Budgeting & Everyday Math,Misc / Everyday,Sales Per Labor Hour Calculator,sales-per-labor-hour,False
General Budgeting & Everyday Math,Misc / Everyday,Sales Per Square Foot Calculator,sales-per-square-foot,False
General Budgeting & Everyday Math,Misc / Everyday,Sales Percent Calculator,sales-percent,False
General Budgeting & Everyday Math,Misc / Everyday,Sales Points Calculator,sales-points,False
General Budgeting & Everyday Math,Misc / Everyday,Sales Quantity Variance Calculator,sales-quantity-variance,False
General Budgeting & Everyday Math,Misc / Everyday,Sales Rate Calculator,sales-rate,False
General Budgeting & Everyday Math,Misc / Everyday,Sales Target Calculator,sales-target,False
General Budgeting & Everyday Math,Misc / Everyday,Sales Variance Calculator,sales-variance,False
General Budgeting & Everyday Math,Misc / Everyday,Sandwich Cost Calculator,sandwich-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Sat Per Byte Calculator,sat-per-byte,False
General Budgeting & Everyday Math,Misc / Everyday,Savings Distribution Calculator,savings-distribution,False
General Budgeting & Everyday Math,Misc / Everyday,Schedule Variance Calculator,schedule-variance,False
General Budgeting & Everyday Math,Misc / Everyday,Scrum Velocity Calculator,scrum-velocity,False
General Budgeting & Everyday Math,Misc / Everyday,Segment Margin Calculator,segment-margin,False
General Budgeting & Everyday Math,Misc / Everyday,Self Build Cost Calculator,self-build-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Selling Leave Calculator,selling-leave,False
General Budgeting & Everyday Math,Misc / Everyday,Sequence Of Returns Risk Calculator,sequence-of-returns-risk,False
General Budgeting & Everyday Math,Misc / Everyday,Server Room Cost Calculator,server-room-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Service Charge Calculator,service-charge,False
General Budgeting & Everyday Math,Misc / Everyday,Share Price Calculator,share-price,False
General Budgeting & Everyday Math,Misc / Everyday,Shareholders Equity Calculator,shareholders-equity,False
General Budgeting & Everyday Math,Misc / Everyday,Shift Premium Calculator,shift-premium,False
General Budgeting & Everyday Math,Misc / Everyday,Short Borrow Fee Calculator,short-borrow-fee,False
General Budgeting & Everyday Math,Misc / Everyday,Short Rate Penalty Calculator,short-rate-penalty,False
General Budgeting & Everyday Math,Misc / Everyday,Short Rate Premium Calculator,short-rate-premium,False
General Budgeting & Everyday Math,Misc / Everyday,Shorting Profit Calculator,shorting-profit,False
General Budgeting & Everyday Math,Misc / Everyday,Shut Down Price Calculator,shut-down-price,False
General Budgeting & Everyday Math,Misc / Everyday,Single Premium Calculator,single-premium,False
General Budgeting & Everyday Math,Misc / Everyday,Single Room Supplement Calculator,single-room-supplement,False
General Budgeting & Everyday Math,Misc / Everyday,Sinking Fund Calculator,sinking-fund,False
General Budgeting & Everyday Math,Misc / Everyday,Sliding Scale Commission Calculator,sliding-scale-commission,False
General Budgeting & Everyday Math,Misc / Everyday,Social Return on Investment (SROI) Calculator,social-return-on-investment-sroi,False
General Budgeting & Everyday Math,Misc / Everyday,Solar Lease Calculator,solar-lease,False
General Budgeting & Everyday Math,Misc / Everyday,Spending Money Calculator,spending-money,False
General Budgeting & Everyday Math,Misc / Everyday,Spending Percentage Calculator,spending-percentage,False
General Budgeting & Everyday Math,Misc / Everyday,Spin-Off Cost Basis Calculator,spin-off-cost-basis,False
General Budgeting & Everyday Math,Misc / Everyday,Split Payment Calculator,split-payment,False
General Budgeting & Everyday Math,Misc / Everyday,Splitting Bills Based On Income Calculator,splitting-bills-based-on-income,False
General Budgeting & Everyday Math,Misc / Everyday,Spontaneous Labor Calculator,spontaneous-labor,False
General Budgeting & Everyday Math,Misc / Everyday,Spot Rate Calculator,spot-rate,False
General Budgeting & Everyday Math,Misc / Everyday,Sprint Velocity Calculator,sprint-velocity,False
General Budgeting & Everyday Math,Misc / Everyday,Staging Cost Calculator,staging-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Steam Leak Cost Calculator,steam-leak-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Sticker Pricing Calculator,sticker-pricing,False
General Budgeting & Everyday Math,Misc / Everyday,Stock Borrow Fee Calculator,stock-borrow-fee,False
General Budgeting & Everyday Math,Misc / Everyday,Stock Calculator,stock,False
General Budgeting & Everyday Math,Misc / Everyday,Stock Cash Out Calculator,stock-cash-out,False
General Budgeting & Everyday Math,Misc / Everyday,Stock Change Percentage Calculator,stock-change-percentage,False
General Budgeting & Everyday Math,Misc / Everyday,Stock Drawdown Calculator,stock-drawdown,False
General Budgeting & Everyday Math,Misc / Everyday,Stock Lot Size Calculator,stock-lot-size,False
General Budgeting & Everyday Math,Misc / Everyday,Stock Out Probability Calculator,stock-out-probability,False
General Budgeting & Everyday Math,Misc / Everyday,Stock Risk Calculator,stock-risk,False
General Budgeting & Everyday Math,Misc / Everyday,Stock Settlement Date Calculator,stock-settlement-date,False
General Budgeting & Everyday Math,Misc / Everyday,Stock Spinoff Calculator,stock-spinoff,False
General Budgeting & Everyday Math,Misc / Everyday,Stock Yield Calculator,stock-yield,False
General Budgeting & Everyday Math,Misc / Everyday,Stop Loss Risk Calculator,stop-loss-risk,False
General Budgeting & Everyday Math,Misc / Everyday,Storage Cost Calculator,storage-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Subtracting Money Calculator,subtracting-money,False
General Budgeting & Everyday Math,Misc / Everyday,Suggested Retail Price (SRP) Calculator,suggested-retail-price-srp,False
General Budgeting & Everyday Math,Misc / Everyday,Surcharge Fee Calculator,surcharge-fee,False
General Budgeting & Everyday Math,Misc / Everyday,Sweat Equity Calculator,sweat-equity,False
General Budgeting & Everyday Math,Misc / Everyday,T Note Calculator,t-note,False
General Budgeting & Everyday Math,Misc / Everyday,T-Shirt Pricing Calculator,t-shirt-pricing,False
General Budgeting & Everyday Math,Misc / Everyday,TDSR Calculator,tdsr,False
General Budgeting & Everyday Math,Misc / Everyday,TPS Calculator,tps,False
General Budgeting & Everyday Math,Misc / Everyday,Tail Coverage Calculator,tail-coverage,False
General Budgeting & Everyday Math,Misc / Everyday,Take Profit Calculator,take-profit,False
General Budgeting & Everyday Math,Misc / Everyday,Target Profit Calculator,target-profit,False
General Budgeting & Everyday Math,Misc / Everyday,Ticket Sales Calculator,ticket-sales,False
General Budgeting & Everyday Math,Misc / Everyday,Time Between Orders Calculator,time-between-orders,False
General Budgeting & Everyday Math,Misc / Everyday,Time Weighted Return Calculator,time-weighted-return,False
General Budgeting & Everyday Math,Misc / Everyday,Total Delivery Cost Calculator,total-delivery-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Total Equity Calculator,total-equity,False
General Budgeting & Everyday Math,Misc / Everyday,Total Factor Productivity Calculator,total-factor-productivity,False
General Budgeting & Everyday Math,Misc / Everyday,Total Manufacturing Cost Calculator,total-manufacturing-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Total Period Cost Calculator,total-period-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Total Return Calculator,total-return,False
General Budgeting & Everyday Math,Misc / Everyday,Total Surplus Calculator,total-surplus,False
General Budgeting & Everyday Math,Misc / Everyday,Trade Up Contract Calculator,trade-up-contract,False
General Budgeting & Everyday Math,Misc / Everyday,Transaction Cost Calculator,transaction-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Transcription Cost Calculator,transcription-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Transportation Rate Calculator,transportation-rate,False
General Budgeting & Everyday Math,Misc / Everyday,Travel Agent Commission Calculator,travel-agent-commission,False
General Budgeting & Everyday Math,Misc / Everyday,Travel Stipend Calculator,travel-stipend,False
General Budgeting & Everyday Math,Misc / Everyday,Triple Discount Calculator,triple-discount,False
General Budgeting & Everyday Math,Misc / Everyday,True Cost Calculator,true-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Trusses Cost Calculator,trusses-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Turnover Rate Calculator,turnover-rate,False
General Budgeting & Everyday Math,Misc / Everyday,Tutor Rate Calculator,tutor-rate,False
General Budgeting & Everyday Math,Misc / Everyday,Twitch Bits Calculator,twitch-bits,False
General Budgeting & Everyday Math,Misc / Everyday,Unearned Premium Calculator,unearned-premium,False
General Budgeting & Everyday Math,Misc / Everyday,Uneven Cash Flow Calculator,uneven-cash-flow,False
General Budgeting & Everyday Math,Misc / Everyday,Unit Product Cost Calculator,unit-product-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Units Of Activity Method Calculator,units-of-activity-method,False
General Budgeting & Everyday Math,Misc / Everyday,Units Per Carton Calculator,units-per-carton,False
General Budgeting & Everyday Math,Misc / Everyday,Unpaid Balance Calculator,unpaid-balance,False
General Budgeting & Everyday Math,Misc / Everyday,Unpaid Work Calculator,unpaid-work,False
General Budgeting & Everyday Math,Misc / Everyday,Upfront Cost Calculator,upfront-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Usage Percentage Calculator,usage-percentage,False
General Budgeting & Everyday Math,Misc / Everyday,Utilization Factor Calculator,utilization-factor,False
General Budgeting & Everyday Math,Misc / Everyday,Utilization Rate Calculator,utilization-rate,False
General Budgeting & Everyday Math,Misc / Everyday,VAT Calculator,vat,False
General Budgeting & Everyday Math,Misc / Everyday,Vacancy Loss Calculator,vacancy-loss,False
General Budgeting & Everyday Math,Misc / Everyday,Vacancy Percentage Calculator,vacancy-percentage,False
General Budgeting & Everyday Math,Misc / Everyday,Vacation Savings Calculator,vacation-savings,False
General Budgeting & Everyday Math,Misc / Everyday,Variable Expense Per Unit Calculator,variable-expense-per-unit,False
General Budgeting & Everyday Math,Misc / Everyday,Variable Margin Calculator,variable-margin,False
General Budgeting & Everyday Math,Misc / Everyday,Vertical Analysis Calculator,vertical-analysis,False
General Budgeting & Everyday Math,Misc / Everyday,Views To Dollars Calculator,views-to-dollars,False
General Budgeting & Everyday Math,Misc / Everyday,WRAP Rate Calculator,wrap-rate,False
General Budgeting & Everyday Math,Misc / Everyday,Wage Decrease Calculator,wage-decrease,False
General Budgeting & Everyday Math,Misc / Everyday,Wage Index Calculator,wage-index,False
General Budgeting & Everyday Math,Misc / Everyday,Wash Sale Rule Calculator,wash-sale-rule,False
General Budgeting & Everyday Math,Misc / Everyday,Weekend Rates Calculator,weekend-rates,False
General Budgeting & Everyday Math,Misc / Everyday,Welding Cost Calculator,welding-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Wholesale Price Calculator,wholesale-price,False
General Budgeting & Everyday Math,Misc / Everyday,Wine Pricing Calculator,wine-pricing,False
General Budgeting & Everyday Math,Misc / Everyday,Wire Transfer Fee Calculator,wire-transfer-fee,False
General Budgeting & Everyday Math,Misc / Everyday,Withdrawal Rate Calculator,withdrawal-rate,False
General Budgeting & Everyday Math,Misc / Everyday,Work In Process Inventory Calculator,work-in-process-inventory,False
General Budgeting & Everyday Math,Misc / Everyday,World Income Calculator,world-income,False
General Budgeting & Everyday Math,Misc / Everyday,Yard Clean Up Cost Calculator,yard-clean-up-cost,False
General Budgeting & Everyday Math,Misc / Everyday,Yield Per Year Calculator,yield-per-year,False
General Budgeting & Everyday Math,Misc / Everyday,Yield Return Calculator,yield-return,False
General Budgeting & Everyday Math,Misc / Everyday,Yield To Maturity Calculator,yield-to-maturity,False
General Budgeting & Everyday Math,Misc / Everyday,Yield to Call Calculator,yield-to-call,False
General Budgeting & Everyday Math,Misc / Everyday,Ytd Income Calculator,ytd-income,False
General Budgeting & Everyday Math,Misc / Everyday,Zero Coupon Bond Calculator,zero-coupon-bond,False
Home Improvement & Contractor Costs (U.S.),Home Projects,Bathroom Remodel Cost Per Square Foot Calculator,bathroom-remodel-cost-per-square-foot,False
Home Improvement & Contractor Costs (U.S.),Home Projects,Carpet Install Cost Per Square Foot Calculator,carpet-install-cost-per-square-foot,False
Home Improvement & Contractor Costs (U.S.),Home Projects,Carpet Removal Cost Calculator,carpet-removal-cost,False
Home Improvement & Contractor Costs (U.S.),Home Projects,Carpet Value Calculator,carpet-value,False
Home Improvement & Contractor Costs (U.S.),Home Projects,Cost Per Gallon Of Paint Calculator,cost-per-gallon-of-paint,False
Home Improvement & Contractor Costs (U.S.),Home Projects,Epoxy Flooring Cost Calculator,epoxy-flooring-cost,False
Home Improvement & Contractor Costs (U.S.),Home Projects,Excavation Cost Calculator,excavation-cost,False
Home Improvement & Contractor Costs (U.S.),Home Projects,Floor Replacement Cost Calculator,floor-replacement-cost,False
Home Improvement & Contractor Costs (U.S.),Home Projects,Floor to Area Ratio Calculator,floor-to-area-ratio,False
Home Improvement & Contractor Costs (U.S.),Home Projects,Laser Engraving Price Calculator,laser-engraving-price,False
Home Improvement & Contractor Costs (U.S.),Home Projects,Marble Flooring Cost Calculator,marble-flooring-cost,False
Home Improvement & Contractor Costs (U.S.),Home Projects,Pool Coping Cost Calculator,pool-coping-cost,False
Home Improvement & Contractor Costs (U.S.),Home Projects,Prize Pool Distribution Calculator,prize-pool-distribution,False
Home Improvement & Contractor Costs (U.S.),Home Projects,Retaining Wall Price Calculator,retaining-wall-price,False
Home Improvement & Contractor Costs (U.S.),Home Projects,Rewire Cost Calculator,rewire-cost,False
Home Improvement & Contractor Costs (U.S.),Home Projects,Roof Depreciation Calculator,roof-depreciation,False
Home Improvement & Contractor Costs (U.S.),Home Projects,Roof Replacement Cost Calculator,roof-replacement-cost,False
Home Improvement & Contractor Costs (U.S.),Home Projects,Seawall Cost Calculator,seawall-cost,False
Home Improvement & Contractor Costs (U.S.),Home Projects,Sheetrock Price Calculator,sheetrock-price,False
Home Improvement & Contractor Costs (U.S.),Home Projects,Tile Labor Cost Calculator,tile-labor-cost,False
Home Improvement & Contractor Costs (U.S.),Home Projects,Turf Cost Calculator,turf-cost,False
Household & Utilities (U.S.),Bills & Utilities,Cell Phone Plan Calculator,cell-phone-plan,False
Household & Utilities (U.S.),Bills & Utilities,Cost Per KWH Calculator,cost-per-kwh,False
Household & Utilities (U.S.),Bills & Utilities,Electricity Cost Calculator,electricity-cost,False
Household & Utilities (U.S.),Bills & Utilities,Hot Tub Electric Cost Calculator,hot-tub-electric-cost,False
Household & Utilities (U.S.),Bills & Utilities,Propane Heat Cost Calculator,propane-heat-cost,False
Household & Utilities (U.S.),Bills & Utilities,Prorated Utilities Calculator,prorated-utilities,False
Household & Utilities (U.S.),Bills & Utilities,Utilities Cost Per Month Calculator,utilities-cost-per-month,False
Household & Utilities (U.S.),Bills & Utilities,Water Bill Calculator,water-bill,False
"Inflation, Currency & Purchasing Power",Inflation & FX,Budget-category inflation impact,budget-category-inflation-impact,False
"Inflation, Currency & Purchasing Power",Inflation & FX,Consumer Price Index (CPI) Calculator,consumer-price-index-cpi,False
"Inflation, Currency & Purchasing Power",Inflation & FX,Cross Exchange Rate Calculator,cross-exchange-rate,False
"Inflation, Currency & Purchasing Power",Inflation & FX,Currency Drain Ratio Calculator,currency-drain-ratio,False
"Inflation, Currency & Purchasing Power",Inflation & FX,Currency converter,currency-converter,False
"Inflation, Currency & Purchasing Power",Inflation & FX,Gdp Price Index Calculator,gdp-price-index,False
"Inflation, Currency & Purchasing Power",Inflation & FX,Inflation Adjusted Returns Calculator,inflation-adjusted-returns,False
"Inflation, Currency & Purchasing Power",Inflation & FX,Inflation Depreciation Calculator,inflation-depreciation,False
"Inflation, Currency & Purchasing Power",Inflation & FX,Inflation Premium Calculator,inflation-premium,False
"Inflation, Currency & Purchasing Power",Inflation & FX,Inflation Rate Difference Calculator,inflation-rate-difference,False
"Inflation, Currency & Purchasing Power",Inflation & FX,Real Return Calculator,real-return,False
"Inflation, Currency & Purchasing Power",Inflation & FX,Real purchasing power over time,real-purchasing-power-over-time,False
"Inflation, Currency & Purchasing Power",Inflation & FX,Real wage growth,real-wage-growth,False
"Inflation, Currency & Purchasing Power",Inflation & FX,TIPS breakeven inflation,tips-breakeven-inflation,False
"Inflation, Currency & Purchasing Power",Inflation & FX,U.S. inflation (CPI) calculator,u-s-inflation-cpi-calculator,True
Insurance & Health (U.S.),Insurance Needs,COBRA cost estimator,cobra-cost-estimator,True
Insurance & Health (U.S.),Insurance Needs,Disability insurance benefit need,disability-insurance-benefit-need,True
Insurance & Health (U.S.),Insurance Needs,Health plan picker (HMO/PPO/HDHP TCO),health-plan-picker-hmo-ppo-hdhp-tco,True
Insurance & Health (U.S.),Insurance Needs,Life-insurance needs (income replacement),life-insurance-needs-income-replacement,True
Insurance & Health (U.S.),Insurance Needs,Term vs whole comparison (TCO),term-vs-whole-comparison-tco,True
Insurance & Health (U.S.),Insurance Needs,Umbrella liability coverage need,umbrella-liability-coverage-need,True
Insurance & Health (U.S.),Premiums & Benefits,ACA Premium Tax Credit (Marketplace subsidy) estimator,aca-premium-tax-credit-marketplace-subsidy-estimator,True
Insurance & Health (U.S.),Premiums & Benefits,Long-term care premium vs benefit breakeven,long-term-care-premium-vs-benefit-breakeven,True
Insurance & Health (U.S.),Tax‑Advantaged Health Accounts,FSA tax savings,fsa-tax-savings,True
Insurance & Health (U.S.),Tax‑Advantaged Health Accounts,HRA reimbursement benefit estimator,hra-reimbursement-benefit-estimator,True
Insurance & Health (U.S.),Tax‑Advantaged Health Accounts,HSA vs PPO breakeven; HSA growth projection,hsa-vs-ppo-breakeven-hsa-growth-projection,True
Investing & Markets,Capital Budgeting,Moic To Irr Calculator,moic-to-irr,False
Investing & Markets,Capital Budgeting,NPV & IRR,npv-and-irr,False
Investing & Markets,Capital Budgeting,Payback period,payback-period,False
Investing & Markets,Equities,Dividend Growth Calculator,dividend-growth,False
Investing & Markets,Equities,Dividend Payout Ratio Calculator,dividend-payout-ratio,False
Investing & Markets,Equities,Dividend Yield Ratio Calculator,dividend-yield-ratio,False
Investing & Markets,Equities,Dividend reinvestment (DRIP) total return,dividend-reinvestment-drip-total-return,False
Investing & Markets,Equities,Stock profit (incl. fees/taxes),stock-profit-incl-fees-taxes,False
Investing & Markets,Equities,Yield on cost (stock/dividend),yield-on-cost-stock-dividend,False
Investing & Markets,Fixed Income,Bond duration & convexity,bond-duration-and-convexity,False
Investing & Markets,Fixed Income,Bond price/yield/YTM calculator,bond-price-yield-ytm-calculator,False
Investing & Markets,Fixed Income,I Bond composite rate & value tracker,i-bond-composite-rate-and-value-tracker,False
Investing & Markets,General Investing,3 Asset Portfolio Calculator,3-asset-portfolio,False
Investing & Markets,General Investing,Adjusted Sharpe Ratio Calculator,adjusted-sharpe-ratio,False
Investing & Markets,General Investing,Asset-allocation (risk-based model),asset-allocation-risk-based-model,False
Investing & Markets,General Investing,Average / annualized return (geometric),average-annualized-return-geometric,False
Investing & Markets,General Investing,Brokerage margin interest cost,brokerage-margin-interest-cost,False
Investing & Markets,General Investing,CAGR calculator,cagr-calculator,False
Investing & Markets,General Investing,CAPM Beta Calculator,capm-beta,False
Investing & Markets,General Investing,CAPM Calculator,capm,False
Investing & Markets,General Investing,Cagr End Value Calculator,cagr-end-value,False
Investing & Markets,General Investing,Dollar-cost averaging (DCA) impact,dollar-cost-averaging-dca-impact,False
Investing & Markets,General Investing,Enterprise Value Calculator,enterprise-value,False
Investing & Markets,General Investing,Equity Value Calculator,equity-value,False
Investing & Markets,General Investing,Expense Ratio Calculator,expense-ratio,False
Investing & Markets,General Investing,Expense-ratio drag over time,expense-ratio-drag-over-time,False
Investing & Markets,General Investing,Free Cash Flow Calculator,free-cash-flow,False
Investing & Markets,General Investing,Growth Vs Expense Ratio Calculator,growth-vs-expense-ratio,False
Investing & Markets,General Investing,Impact Of Expense Ratio Calculator,impact-of-expense-ratio,False
Investing & Markets,General Investing,Investment growth / future value (lump + DCA),investment-growth-future-value-lump-dca,False
Investing & Markets,General Investing,Lot-selection tax impact (FIFO/LIFO/HIFO),lot-selection-tax-impact-fifo-lifo-hifo,False
Investing & Markets,General Investing,Partnership Valuation Calculator,partnership-valuation,False
Investing & Markets,General Investing,Portfolio expected return & volatility (2-asset),portfolio-expected-return-and-volatility-2-asset,False
Investing & Markets,General Investing,Pre-Money Valuation Calculator,pre-money-valuation,False
Investing & Markets,General Investing,Product Valuation Calculator,product-valuation,False
Investing & Markets,General Investing,Real (after-inflation) return,real-after-inflation-return,False
Investing & Markets,General Investing,Rebalancing drift & tax impact,rebalancing-drift-and-tax-impact,False
Investing & Markets,General Investing,Sharpe Ratio Calculator,sharpe-ratio,False
Investing & Markets,General Investing,Tax-loss harvesting benefit estimator,tax-loss-harvesting-benefit-estimator,False
Investing & Markets,General Investing,Treynor Ratio Calculator,treynor-ratio,False
Investing & Markets,General Investing,U.S. Treasury bill (T-bill) calculator,u-s-treasury-bill-t-bill-calculator,True
Investing & Markets,General Investing,WACC Calculator,wacc,False
Investing & Markets,Yields & Returns,Tax-equivalent yield (munis),tax-equivalent-yield-munis,False
Investing & Markets,Yields & Returns,Yield On Cost Calculator,yield-on-cost,False
Loans & Debt,,APR Advanced (APR↔EAR/APY with fees/points),apr-advanced-apr-ear-apy-with-fees-points,False
Loans & Debt,,APR with fees (simple),apr-with-fees-simple,False
Loans & Debt,,Boat/RV loan calculator,boat-rv-loan-calculator,False
Loans & Debt,,Debt consolidation savings,debt-consolidation-savings,False
Loans & Debt,,Debt payoff planner (avalanche/snowball),debt-payoff-planner-avalanche-snowball,False
Loans & Debt,,Deferred-interest promo financing risk,deferred-interest-promo-financing-risk,False
Loans & Debt,,Extra payment / payoff accelerator,extra-payment-payoff-accelerator,False
Loans & Debt,,Interest-only loan calculator,interest-only-loan-calculator,False
Loans & Debt,,Lease calculator (non-auto equipment),lease-calculator-non-auto-equipment,False
Loans & Debt,,Loan comparison (two+ scenarios),loan-comparison-two-scenarios,False
Loans & Debt,,Loan payment & amortization (generic),loan-payment-and-amortization-generic,False
Loans & Debt,,Loan refinance savings,loan-refinance-savings,False
Loans & Debt,,Payday/short-term loan true APR,payday-short-term-loan-true-apr,False
Loans & Debt,,Personal loan calculator,personal-loan-calculator,False
Loans & Debt,,Repayment calculator (generic),repayment-calculator-generic,False
Loans & Debt,,Secured vs unsecured loan comparison,secured-vs-unsecured-loan-comparison,False
Loans & Debt (Non‑mortgage),Debt Payoff,Bad Debt Expense Calculator,bad-debt-expense,False
Loans & Debt (Non‑mortgage),Debt Payoff,Bad Debt Provision Calculator,bad-debt-provision,False
Loans & Debt (Non‑mortgage),Debt Payoff,Compound Debt Calculator,compound-debt,False
Loans & Debt (Non‑mortgage),Debt Payoff,Convertible Debt Calculator,convertible-debt,False
Loans & Debt (Non‑mortgage),Debt Payoff,Cost of Debt Calculator,cost-of-debt,False
Loans & Debt (Non‑mortgage),Debt Payoff,Credit Debt Ratio Calculator,credit-debt-ratio,False
Loans & Debt (Non‑mortgage),Debt Payoff,Debt Burden Ratio Calculator,debt-burden-ratio,False
Loans & Debt (Non‑mortgage),Debt Payoff,Debt Collection Interest Calculator,debt-collection-interest,False
Loans & Debt (Non‑mortgage),Debt Payoff,Debt Constant Calculator,debt-constant,False
Loans & Debt (Non‑mortgage),Debt Payoff,Debt Headroom Calculator,debt-headroom,False
Loans & Debt (Non‑mortgage),Debt Payoff,Debt Overpayment Calculator,debt-overpayment,False
Loans & Debt (Non‑mortgage),Debt Payoff,Debt Percentage Calculator,debt-percentage,False
Loans & Debt (Non‑mortgage),Debt Payoff,Debt Recycling Calculator,debt-recycling,False
Loans & Debt (Non‑mortgage),Debt Payoff,Debt Settlement Calculator,debt-settlement,False
Loans & Debt (Non‑mortgage),Debt Payoff,Debt To Credit Calculator,debt-to-credit,False
Loans & Debt (Non‑mortgage),Debt Payoff,Debt To Ebitda Ratio Calculator,debt-to-ebitda-ratio,False
Loans & Debt (Non‑mortgage),Debt Payoff,Debt To Enterprise Value Ratio Calculator,debt-to-enterprise-value-ratio,False
Loans & Debt (Non‑mortgage),Debt Payoff,Debt Yield Calculator,debt-yield,False
Loans & Debt (Non‑mortgage),Debt Payoff,Debt to Income Ratio Calculator,debt-to-income-ratio,False
Loans & Debt (Non‑mortgage),Debt Payoff,Ebitda to Debt Ratio Calculator,ebitda-to-debt-ratio,False
Loans & Debt (Non‑mortgage),Debt Payoff,Market Value Of Debt Calculator,market-value-of-debt,False
Loans & Debt (Non‑mortgage),Debt Payoff,Monthly Debt Calculator,monthly-debt,False
Loans & Debt (Non‑mortgage),Debt Payoff,Months To Pay Off Debt Calculator,months-to-pay-off-debt,False
Loans & Debt (Non‑mortgage),Debt Payoff,Waterfall Debt Calculator,waterfall-debt,False
Loans & Debt (Non‑mortgage),Debt Payoff,Weekly Debt Payment Calculator,weekly-debt-payment,False
Loans & Debt (Non‑mortgage),Personal & Other Loans,Farm Operating Loan Calculator,farm-operating-loan,False
Loans & Debt (Non‑mortgage),Personal & Other Loans,Loan Calculator,loan,False
Loans & Debt (Non‑mortgage),Personal & Other Loans,Loan Margin Calculator,loan-margin,False
Loans & Debt (Non‑mortgage),Personal & Other Loans,Loan Profit Calculator,loan-profit,False
Loans & Debt (Non‑mortgage),Personal & Other Loans,Loan Vs Lease Calculator,loan-vs-lease,False
Loans & Debt (Non‑mortgage),Personal & Other Loans,Quarterly Loan Payment Calculator,quarterly-loan-payment,False
Loans & Debt (Non‑mortgage),Personal & Other Loans,Repayment Capacity Calculator,repayment-capacity,False
